,Unnamed: 0,name,details,ingredients,price,best-seller,Step
32,32,BONAJOUR - Green Tea Water Bomb Toner - 205ml,"Usage: Day, Night


Product Type: Toner & Mist


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily","Water, Butylene Glycol, 1,2-Hexanediol, Sodium Hyaluronate, Sodium Acetylated Hyaluronate, Hydrolyzed Hyaluronic Acid, Glycerin, Camellia Sinensis Leaf Extract, Dipotassium Glycyrrhizate, sh-Decapeptide-7, sh-Octapeptide-4, sh-Oligopeptide-9, sh-Pentapeptide-19, Copper Tripeptide-1, rh-Polypeptide-7, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, Propanediol, Caprylhydroxamic Acid, Ethylhexylglycerin, Carbomer, Arginine, Allantoin",,no,toner
33,33,Sioris - Feel So Fresh Toner - 150ml,"Cruelty Free: Yes


Usage: Day, Night


Product Type: Toner & Mist


Product Unit: 150ml


Skin Concern: Dryness/ Hydration, Dullness / Radiance, Irritation/ Calming",,11.19€,Vegan,toner
34,34,make p:rem - Safe Me. Relief Essence Toner - 400ml,"Cruelty Free: Yes


Usage: Day, Night


Product Type: Toner & Mist


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration, Dullness / Radiance


Skin Type: Combination, Dry, Normal, Oily",,16.39€,Vegan,toner
35,35,I'm From - Rice Toner - 150ml,"Cruelty Free: Yes


Usage: Day, Night


Product Type: Toner & Mist


Product Unit: 150ml


Skin Concern: Dryness/ Hydration",,29.39€,Vegan,toner
36,36,Sioris - Falling into the rose Mist - 100ml,"Cruelty Free: Yes


Usage: Day, Night


Product Type: Toner & Mist


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",,23.19€,Vegan,toner
37,37,SOME BY MI - Super Matcha Pore Tightening Toner - 150ml,"Usage: Day, Night


Product Type: Toner & Mist


Skin Concern: Dryness/ Hydration, Oil Control/ Pores


Skin Type: Combination, Dry, Normal, Oily",,,no,toner
38,38,Benton - Aloe BHA Skin Toner,"Cruelty Free: Yes


Usage: Day, Night


Product Type: Toner & Mist


Product Unit: 200ml


Skin Concern: Dryness/ Hydration, Irritation/ Calming",,9.59€,Vegan,toner
39,39,Haruharu WONDER - Black Rice Hyaluronic Toner - 30ml,"Product Type: Toner & Mist


Skin Concern: Dryness/ Hydration, Irritation/ Calming


Skin Type: Combination, Dry, Normal, Oily","Water, Betaine, Glycerin, Propanediol, Oryza Sativa (Rice) Extract, Phyllostachys Pubescens Shoot Bark Extract, Aspergillus Ferment, Panax Ginseng Root Extract, Cyclodextrin, Scutellaria Baicalensis Root Extract, Hyaluronic Acid, Beta-glucan, Cellulose Gum, Xanthan Gum, Butylene Glycol, Usnea Barbata (Lichen) Extracts, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Sodium Phytate, Tamarindus Indica Seed Gum, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Glucose, 1,2-Hexanediol, Alcohol, Lavandula Angustifolia (Lavender) Oil",,no,toner
40,40,Benton - Snail Bee High Content Skin - 150ml,"Cruelty Free: Yes


Usage: Day, Night


Product Type: Toner & Mist


Skin Concern: Dryness/ Hydration, Dullness / Radiance, Irritation/ Calming


Skin Type: Combination, Dry, Normal, Oily, Sensitive",,10.19€,Cruelty Free,toner
41,41,Haruharu WONDER - Black Rice Hyaluronic Toner - 13ml,"Product Type: Toner & Mist


Skin Concern: Dryness/ Hydration, Irritation/ Calming


Skin Type: Combination, Dry, Normal, Oily","Water, Betaine, Glycerin, Propanediol, Oryza Sativa (Rice) Extract, Phyllostachys Pubescens Shoot Bark Extract, Aspergillus Ferment, Panax Ginseng Root Extract, Cyclodextrin, Scutellaria Baicalensis Root Extract, Hyaluronic Acid, Beta-glucan, Cellulose Gum, Xanthan Gum, Butylene Glycol, Usnea Barbata (Lichen) Extracts, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Sodium Phytate, Tamarindus Indica Seed Gum, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Glucose, 1,2-Hexanediol, Alcohol, Lavandula Angustifolia (Lavender) Oil",,no,toner
42,42,FRUDIA - Pomegranate Nutri-Moisturizing Toner - 195ml,"Usage: Day, Night


Product Type: Toner & Mist


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Sensitive","Punica Granatum Fruit Extract (87%), Methylpropanediol, Glycereth-26, 1,2-Hexanediol, Hydrogenated Polyisobutene, Betaine, Phenoxyethanol, PEG-60 Hydrogenated Castor Oil, Polysorbate 60, Ammonium Acryloyldimethyltaurate/VP Copolymer, Carbomer, Ethylhexylglycerin, Adenosine, Fragrance, Disodium EDTA, Coco-Caprylate/Caprate, Prunus Armeniaca (Apricot) Kernel Oil, Vitis Vinifera (Grape) Seed Oil, CI 14700, Citrus Paradisi (Grapefruit) Seed Oil, Mangifera Indica (Mango) Seed Oil, Punica Granatum Seed Oil, Solanum Lycopersicum (Tomato) Seed Oil, Tocopherol",,no,toner
43,43,FRUDIA - Green Grape Pore Control Toner - 195ml,"Usage: Day, Night


Product Type: Toner & Mist


Skin Concern: Dryness/ Hydration, Irritation/ Calming


Skin Type: Combination, Dry, Normal, Oily","Vitis Vinifera (Grape) Fruit Extract (89%), Methylpropanediol, 1,2-Hexanediol, PEG-32, Glycerin, Betaine, Panthenol, Diethoxyethyl Succinate, PEG-60 Hydrogenated Castor Oil, Phenoxyethanol, Ethylhexylglycerin, Fragrance, Sodium Citrate, Citric Acid, Disodium EDTA, Coco-Caprylate/Caprate, Prunus Armeniaca (Apricot) Kernel Oil, Vitis Vinifera (Grape) Seed Oil, Citrus Paradisi (Grapefruit) Seed Oil, Mangifera Indica (Mango) Seed Oil, Punica Granatum Seed Oil, Solanum Lycopersicum (Tomato) Seed Oil, Tocopherol",,no,toner
44,44,TIA'M - Vita B5 Toner - 180ml,"Cruelty Free: Yes


Usage: Day, Night


Product Type: Toner & Mist


Skin Concern: Dryness/ Hydration, Irritation/ Calming


Skin Type: Combination, Dry, Normal, Oily",,8.89€,Cruelty Free,toner
45,45,Keep Cool - Soothe Fixence Mist -60ml,"Cruelty Free: Yes


Usage: Day, Night


Product Type: Toner & Mist


Skin Concern: Dryness/ Hydration, Dullness / Radiance


Skin Type: Combination, Dry, Normal, Oily","water, dipropylene glycol, 1,2-hexanediol, saccharomyces ferment filtrate, caprylyl/capryl glucoside, isohexadecane, phenoxyethanol, centella asiatica extract, cyclopentasiloxane, ficus carica (fig) fruit extract, glycerin, sodium chloride, allantoin, aloe barbadensis leaf extract, butylene glycol, sea water, lonicera japonica (honeysuckle) flower extract, forsythia suspensa fruit extract, scutellaria baicalensis root extract, melia azadirachta leaf extract, melia azadirachta flower extract, amaranthus caudatus seed extract, ulmus davidiana root extract, coccinia indica fruit extract, solanum melongena (eggplant) fruit extract, curcuma longa (turmeric) root extract, ocimum sanctum leaf extract, corallina officinalis extract, ethylhexylglycerin, disodium edta, lavandula angustifolia (lavender) oil, persea gratissima (avocado) oil, polyquaternium-51, hydrogenated lecithin, amber powder, ceramide 3, moringa oleifera seed oil, pentylene glycol, caprylyl glycol",6.19€,Cruelty Free,toner
46,46,SOME BY MI - Snail Truecica Miracle Repair Toner - 135ml,"Usage: Day, Night


Product Type: Toner & Mist


Skin Concern: Acne, Anti-aging/ Wrinkles, Irritation/ Calming, Oil Control/ Pores, Uneven Skin Tone


Skin Type: Combination, Dry, Normal, Oily, Sensitive",,,no,toner
47,47,Farm Stay - La Ferme Aloevera Moisture Soothing Mist - 120ml,"Usage: Day, Night


Product Type: Toner & Mist


Skin Concern: Dryness/ Hydration, Dullness / Radiance, Irritation/ Calming


Skin Type: Combination, Dry, Normal, Oily",,,no,toner
48,48,SOME BY MI - Yuja Niacin 30 Days Miracle Brightening Toner - 150ml,"Usage: Day, Night


Product Type: Toner & Mist


Skin Concern: Dullness / Radiance, Irritation/ Calming


Skin Type: Combination, Dry, Normal, Oily",,,no,toner
49,49,SCINIC - Hyaluronic Acid Ampoule Skin,"Usage: Day, Night


Product Type: Toner & Mist


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",,,no,toner
50,50,SOME BY MI - Red Teatree Cicassoside Derma Solution Toner - 150ml,"Usage: Day, Night


Product Type: Toner & Mist


Product Unit: 150ml


Skin Concern: Acne, Dryness/ Hydration, Dullness / Radiance, Irritation/ Calming


Skin Type: Combination, Dry, Normal, Oily",,,no,toner
51,51,iUNIK - Rose Galactomyces Essential Toner - 200ml,"Usage: Day, Night


Product Type: Toner & Mist


Skin Concern: Blackheads, Dark Circles, Dryness/ Hydration, Irritation/ Calming


Skin Type: Sensitive",,,no,toner
52,52,BE PLAIN - Chamomile Ph-Balanced Toner - 190ml,"Usage: Day, Night


Product Type: Toner & Mist


Product Unit: 190ml


Skin Concern: Dryness/ Hydration, Irritation/ Calming


Skin Type: Combination, Dry, Normal, Oily, Sensitive",,,no,toner
53,53,FRUDIA - Citrus Brightening Toner - 195ml,"Usage: Day, Night


Product Type: Toner & Mist


Skin Concern: Dullness / Radiance


Skin Type: Combination, Dry, Normal, Oily","Citrus Unshiu Peel Extract (86%), Methylpropanediol, 1,2-Hexanediol, Glycereth-26, Bis-PEG-18 Methyl Ether Dimethyl Silane, Betaine, PEG-60 Hydrogenated Castor Oil, Panthenol, Phenoxyethanol, Octyldodeceth-16, PEG-6 Methyl Ether, Ethylhexylglycerin, Glycerin, Diphenyl Dimethicone, Disodium EDTA, Fragrance, Triethylhexanoin, Water, Hydrogenated Lecithin, Polyglyceryl-10 Oleate, BHT, Coco-Caprylate/Caprate, Prunus Armeniaca (Apricot) Kernel Oil, Vitis Vinifera (Grape) Seed Oil, Citrus Paradisi (Grapefruit) Seed Oil, Mangifera Indica (Mango) Seed Oil, Punica Granatum Seed Oil, Solanum Lycopersicum (Tomato) Seed Oil, Tocopherol",,no,toner
54,54,Isntree - Hyaluronic Acid Water Mist - 100ml,"Cruelty Free: Yes


Usage: Day, Night


Product Type: Toner & Mist


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily","Water, Propanediol, 1, 2-Hexanediol, Caprylic/Capric Triglyceride, Polyglyceryl-10 Laurate, Sorbitan Sesquioleate, Sodium Hyaluronate, Allantoin, Ethylhexylglycerin, Pentylene Glycol, Trehalose, Sodium PCA, Beta-Glucan, Centella Asiatica Extract, Sodium Hyaluronate Crosspolymer, Hydrolyzed Hyaluronic Acid, Pelargonium Graveolens Flower Oil, Xylitylglucoside, Anhydroxylitol, Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Xylitol, Vitis vinifera (grape) juice extract",18.89€,Cruelty Free,toner
55,55,Rohto Mentholatum - Hada Labo - Gokujyun Alpha Lotion -Light - 170ml,"Usage: Day, Night


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily","Water, propanediol, glycerin, DPG, PPG-10 methyl glucose, hyaluronic acid crosspolymer Na (3D hyaluronic acid), acetyl hyaluronic acid Na (super hyaluronic acid), hyaluronic acid Na, hydrolyzed hyaluronic acid (nano hyaluronic acid) , Hydrolyzed elastin (low molecular weight elastin), tetrapeptide-5 (elastogrow), hydrolyzed collagen (low molecular weight collagen), lactobacillus/soy milk fermentation liquid, macadamia nut fatty acid phytosteryl, lauroyl glutamic acid di(phytosteryl/octyldodecyl), Diglycerin, pullulan, inositol, meadowfoam oil, BG, pentylene glycol, tri(caprylic acid/capric acid) glyceryl, (acrylates/alkyl acrylate (C10-30)) crosspolymer, (styrene/vinylpyrrolidone) copolymer, Aku relay retaining clips polymer ammonium, PEG-20 sorbitan isostearate, PPG-6 decyltetradeceth -30, EDTA-2Na, TEA, methyl paraben",,no,toner
